valor;ano;dataAtualizacao;cod_cns
29.53;01/10/2019;16/12/2021 00:00;20.64-4
82.27;01/10/2019;16/12/2021 00:00;17.29-3
29.53;01/10/2019;16/12/2021 00:00;130.53-4
29.53;01/10/2019;16/12/2021 00:00;16.97-2
29.53;01/10/2019;16/12/2021 00:00;18.97-8
44.74;01/10/2019;16/12/2021 00:00;17.31-9
29.53;01/10/2019;16/12/2021 00:00;17.98-8
105.72;01/10/2019;16/12/2021 00:00;17.57-4
29.53;01/10/2019;16/12/2021 00:00;18.99-4
74.39;01/10/2019;16/12/2021 00:00;17.38-4
29.53;01/10/2019;16/12/2021 00:00;18.75-4
29.53;01/10/2019;16/12/2021 00:00;18.95-2
29.53;01/10/2019;16/12/2021 00:00;19.19-0
29.53;01/10/2019;16/12/2021 00:00;17.17-8
29.53;01/10/2019;16/12/2021 00:00;18.54-9
158.25;01/10/2019;16/12/2021 00:00;15.54-5
29.53;01/10/2019;16/12/2021 00:00;18.25-9
85.30;01/10/2019;16/12/2021 00:00;18.06-9
38.61;01/10/2019;16/12/2021 00:00;15.88-3
29.53;01/10/2019;16/12/2021 00:00;16.79-0
29.53;01/10/2019;16/12/2021 00:00;135.94-7
93.38;01/10/2019;16/12/2021 00:00;20.52-9
527.93;01/10/2019;16/12/2021 00:00;16.13-9
54.78;01/10/2019;16/12/2021 00:00;16.16-2
149.84;01/10/2019;16/12/2021 00:00;
29.53;01/10/2019;16/12/2021 00:00;137.05-9
92.78;01/10/2019;16/12/2021 00:00;19.90-1
29.53;01/10/2019;16/12/2021 00:00;19.03-4
94.40;01/10/2019;16/12/2021 00:00;20.69-3
30.53;01/10/2019;16/12/2021 00:00;203.54-7
52.36;01/10/2019;16/12/2021 00:00;17.45-9
29.53;01/10/2019;16/12/2021 00:00;19.79-4
19.94;01/10/2019;16/12/2021 00:00;20.85-9
29.53;01/10/2019;16/12/2021 00:00;18.64-8
29.53;01/10/2019;16/12/2021 00:00;18.65-5
29.53;01/10/2019;16/12/2021 00:00;146.55-5
29.53;01/10/2019;16/12/2021 00:00;137.14-1
29.53;01/10/2019;16/12/2021 00:00;18.57-2
29.53;01/10/2019;16/12/2021 00:00;18.66-3
88.95;01/10/2019;16/12/2021 00:00;20.54-5
29.53;01/10/2019;16/12/2021 00:00;
29.53;01/10/2019;16/12/2021 00:00;18.86-1
29.53;01/10/2019;16/12/2021 00:00;18.90-3
29.53;01/10/2019;16/12/2021 00:00;
75.80;01/10/2019;16/12/2021 00:00;17.42-6
29.53;01/10/2019;16/12/2021 00:00;18.88-7
29.53;01/10/2019;16/12/2021 00:00;18.92-9
32.14;01/10/2019;16/12/2021 00:00;19.12-5
29.53;01/10/2019;16/12/2021 00:00;19.02-6
61.46;01/10/2019;16/12/2021 00:00;17.34-3
49.93;01/10/2019;16/12/2021 00:00;18.16-8
29.53;01/10/2019;16/12/2021 00:00;18.17-6
66.10;01/10/2019;16/12/2021 00:00;16.80-8
29.53;01/10/2019;16/12/2021 00:00;18.70-5
29.53;01/10/2019;16/12/2021 00:00;18.43-2
80.86;01/10/2019;16/12/2021 00:00;18.15-0
44.48;01/10/2019;16/12/2021 00:00;17.52-5
29.53;01/10/2019;16/12/2021 00:00;16.17-0
29.53;01/10/2019;16/12/2021 00:00;17.03-8
29.53;01/10/2019;16/12/2021 00:00;19.29-9
29.53;01/10/2019;16/12/2021 00:00;18.45-7
29.53;01/10/2019;16/12/2021 00:00;20.01-6
29.53;01/10/2019;16/12/2021 00:00;135.48-3
29.53;01/10/2019;16/12/2021 00:00;18.20-0
29.53;01/10/2019;16/12/2021 00:00;153.79-1
79.04;01/10/2019;16/12/2021 00:00;20.18-0
29.53;01/10/2019;16/12/2021 00:00;19.20-8
36.99;01/10/2019;16/12/2021 00:00;20.04-0
29.53;01/10/2019;16/12/2021 00:00;15.89-1
83.29;01/10/2019;16/12/2021 00:00;19.80-2
29.53;01/10/2019;16/12/2021 00:00;20.14-9
53.16;01/10/2019;16/12/2021 00:00;20.21-4
29.72;01/10/2019;16/12/2021 00:00;136.89-5
33.76;01/10/2019;16/12/2021 00:00;20.20-6
51.75;01/10/2019;16/12/2021 00:00;15.93-3
29.53;01/10/2019;16/12/2021 00:00;
29.53;01/10/2019;16/12/2021 00:00;18.26-7
29.53;01/10/2019;16/12/2021 00:00;18.36-6
43.46;01/10/2019;16/12/2021 00:00;16.66-7
83.28;01/10/2019;16/12/2021 00:00;19.32-3
29.53;01/10/2019;16/12/2021 00:00;17.07-9
29.53;01/10/2019;16/12/2021 00:00;18.73-9
47.51;01/10/2019;16/12/2021 00:00;17.36-8
45.68;01/10/2019;16/12/2021 00:00;
49.12;01/10/2019;16/12/2021 00:00;19.42-2
39.42;01/10/2019;16/12/2021 00:00;17.53-3
29.53;01/10/2019;16/12/2021 00:00;19.82-8
29.53;01/10/2019;16/12/2021 00:00;19.78-6
75.80;01/10/2019;16/12/2021 00:00;19.78-6
64.48;01/10/2019;16/12/2021 00:00;17.56-6
54.18;01/10/2019;16/12/2021 00:00;17.35-0
29.53;01/10/2019;16/12/2021 00:00;
29.53;01/10/2019;16/12/2021 00:00;
68.73;01/10/2019;16/12/2021 00:00;17.58-2
104.10;01/10/2019;16/12/2021 00:00;20.50-3
29.53;01/10/2019;16/12/2021 00:00;18.55-6
39.76;01/10/2019;16/12/2021 00:00;17.40-0
55.18;01/10/2019;16/12/2021 00:00;15.56-0
34.78;01/10/2019;16/12/2021 00:00;15.97-4
55.80;01/10/2019;16/12/2021 00:00;17.50-9
54.99;01/10/2019;16/12/2021 00:00;15.55-2
29.53;01/10/2019;16/12/2021 00:00;18.58-0
29.53;01/10/2019;16/12/2021 00:00;
49.33;01/10/2019;16/12/2021 00:00;16.52-7
41.51;01/10/2019;16/12/2021 00:00;20.13-1
29.53;01/10/2019;16/12/2021 00:00;18.21-8
29.53;01/10/2019;16/12/2021 00:00;16.51-9
52.36;01/10/2019;16/12/2021 00:00;15.94-1
54.78;01/10/2019;16/12/2021 00:00;20.73-5
29.53;01/10/2019;16/12/2021 00:00;136.14-3
29.53;01/10/2019;16/12/2021 00:00;18.87-9
29.53;01/10/2019;16/12/2021 00:00;136.15-0
76.61;01/10/2019;16/12/2021 00:00;16.40-2
29.53;01/10/2019;16/12/2021 00:00;19.91-9
29.53;01/10/2019;16/12/2021 00:00;189.60-5
29.53;01/10/2019;16/12/2021 00:00;137.12-5
34.78;01/10/2019;16/12/2021 00:00;137.68-7
29.53;01/10/2019;16/12/2021 00:00;
29.53;01/10/2019;16/12/2021 00:00;16.88-1
63.88;01/10/2019;16/12/2021 00:00;15.50-3
29.53;01/10/2019;16/12/2021 00:00;136.33-3
55.93;01/10/2019;16/12/2021 00:00;18.09-3
29.53;01/10/2019;16/12/2021 00:00;16.81-6
46.70;01/10/2019;16/12/2021 00:00;18.11-9
29.53;01/10/2019;16/12/2021 00:00;19.08-3
29.53;01/10/2019;16/12/2021 00:00;18.89-5
29.53;01/10/2019;16/12/2021 00:00;17.04-6
29.53;01/10/2019;16/12/2021 00:00;18.98-6
56.46;01/10/2019;16/12/2021 00:00;17.51-7
46.70;01/10/2019;16/12/2021 00:00;
32.95;01/10/2019;16/12/2021 00:00;18.52-3
104.29;01/10/2019;16/12/2021 00:00;17.27-7
41.85;01/10/2019;16/12/2021 00:00;19.86-9
29.53;01/10/2019;16/12/2021 00:00;18.79-6
56.33;01/10/2019;16/12/2021 00:00;15.92-5
45.08;01/10/2019;16/12/2021 00:00;
60.23;01/10/2019;16/12/2021 00:00;16.62-6
52.36;01/10/2019;16/12/2021 00:00;20.34-7
33.97;01/10/2019;16/12/2021 00:00;136.82-0
29.53;01/10/2019;16/12/2021 00:00;135.58-2
49.93;01/10/2019;16/12/2021 00:00;17.54-1
85.50;01/10/2019;16/12/2021 00:00;110.15-5
29.53;01/10/2019;16/12/2021 00:00;20.10-7
42.65;01/10/2019;16/12/2021 00:00;19.57-0
53.97;01/10/2019;16/12/2021 00:00;20.06-5
24.73;01/10/2019;16/12/2021 00:00;19.70-3
29.53;01/10/2019;16/12/2021 00:00;20.08-1
135.42;01/10/2019;16/12/2021 00:00;19.62-0
29.53;01/10/2019;16/12/2021 00:00;137.72-9
25.20;01/10/2019;16/12/2021 00:00;15.49-5
29.53;01/10/2019;16/12/2021 00:00;15.81-8
43.46;01/10/2019;16/12/2021 00:00;19.66-1
79.22;01/10/2019;16/12/2021 00:00;20.58-6
29.53;01/10/2019;16/12/2021 00:00;19.61-2
29.53;01/10/2019;16/12/2021 00:00;135.80-6
98.44;01/10/2019;16/12/2021 00:00;20.30-5
64.48;01/10/2019;16/12/2021 00:00;16.25-3
59.63;01/10/2019;16/12/2021 00:00;20.60-2
36.99;01/10/2019;16/12/2021 00:00;18.18-4
29.53;01/10/2019;16/12/2021 00:00;
45.89;01/10/2019;16/12/2021 00:00;19.64-6
29.53;01/10/2019;16/12/2021 00:00;16.96-4
61.46;01/10/2019;16/12/2021 00:00;137.78-6
66.91;01/10/2019;16/12/2021 00:00;16.63-4
36.19;01/10/2019;16/12/2021 00:00;16.58-4
29.53;01/10/2019;16/12/2021 00:00;18.56-4
396.10;01/10/2019;16/12/2021 00:00;20.63-6
38.01;01/10/2019;16/12/2021 00:00;20.15-6
61.25;01/10/2019;16/12/2021 00:00;20.11-5
35.38;01/10/2019;16/12/2021 00:00;136.99-4
49.93;01/10/2019;16/12/2021 00:00;20.82-6
56.19;01/10/2019;16/12/2021 00:00;16.71-7
56.40;01/10/2019;16/12/2021 00:00;20.56-0
52.36;01/10/2019;16/12/2021 00:00;16.77-4
64.48;01/10/2019;16/12/2021 00:00;15.52-9
29.93;01/10/2019;16/12/2021 00:00;16.46-9
29.53;01/10/2019;16/12/2021 00:00;191.41-1
29.53;01/10/2019;16/12/2021 00:00;19.15-8
29.53;01/10/2019;16/12/2021 00:00;18.85-3
42.86;01/10/2019;16/12/2021 00:00;20.89-1
29.53;01/10/2019;16/12/2021 00:00;136.71-3
29.53;01/10/2019;16/12/2021 00:00;
71.55;01/10/2019;16/12/2021 00:00;16.72-5
49.12;01/10/2019;16/12/2021 00:00;16.44-4
29.53;01/10/2019;16/12/2021 00:00;
29.53;01/10/2019;16/12/2021 00:00;20.09-9
15.10;01/10/2019;16/12/2021 00:00;16.68-3
29.53;01/10/2019;16/12/2021 00:00;16.19-6
35.38;01/10/2019;16/12/2021 00:00;20.55-2
31.54;01/10/2019;16/12/2021 00:00;16.64-2
37.80;01/10/2019;16/12/2021 00:00;18.05-1
29.53;01/10/2019;16/12/2021 00:00;
73.17;01/10/2019;16/12/2021 00:00;19.89-3
29.53;01/10/2019;16/12/2021 00:00;154.13-8
34.90;01/10/2019;16/12/2021 00:00;19.54-7
29.53;01/10/2019;16/12/2021 00:00;16.90-7
38.01;01/10/2019;16/12/2021 00:00;18.13-5
29.93;01/10/2019;16/12/2021 00:00;17.33-5
45.89;01/10/2019;16/12/2021 00:00;18.03-6
59.03;01/10/2019;16/12/2021 00:00;16.61-8
33.16;01/10/2019;16/12/2021 00:00;16.55-0
35.38;01/10/2019;16/12/2021 00:00;19.75-2
86.52;01/10/2019;16/12/2021 00:00;19.83-6
36.39;01/10/2019;16/12/2021 00:00;16.56-8
29.93;01/10/2019;16/12/2021 00:00;18.72-1
29.53;01/10/2019;16/12/2021 00:00;136.07-7
33.16;01/10/2019;16/12/2021 00:00;15.84-2
43.46;01/10/2019;16/12/2021 00:00;16.65-9
32.75;01/10/2019;16/12/2021 00:00;16.98-0
33.16;01/10/2019;16/12/2021 00:00;16.67-5
25.74;01/10/2019;16/12/2021 00:00;20.62-8
29.53;01/10/2019;16/12/2021 00:00;16.73-3
29.53;01/10/2019;16/12/2021 00:00;16.70-9
42.65;01/10/2019;16/12/2021 00:00;16.54-3
29.53;01/10/2019;16/12/2021 00:00;18.39-0
45.08;01/10/2019;16/12/2021 00:00;18.02-8
13.68;01/10/2019;16/12/2021 00:00;17.49-1
131.76;01/10/2019;16/12/2021 00:00;16.53-5
72.36;01/10/2019;16/12/2021 00:00;17.30-1
34.78;01/10/2019;16/12/2021 00:00;135.88-9
65.29;01/10/2019;16/12/2021 00:00;135.98-8
95.00;01/10/2019;16/12/2021 00:00;16.47-7
29.53;01/10/2019;16/12/2021 00:00;137.71-1
88.14;01/10/2019;16/12/2021 00:00;136.97-8
17.52;01/10/2019;16/12/2021 00:00;136.67-1
29.53;01/10/2019;16/12/2021 00:00;137.83-6
29.53;01/10/2019;16/12/2021 00:00;
32.61;01/10/2019;16/12/2021 00:00;19.27-3
36.52;01/10/2019;16/12/2021 00:00;16.34-5
37.80;01/10/2019;16/12/2021 00:00;15.87-5
29.53;01/10/2019;16/12/2021 00:00;137.77-8
33.97;01/10/2019;16/12/2021 00:00;16.69-1
29.53;01/10/2019;16/12/2021 00:00;15.86-7
59.06;01/10/2019;16/08/2021 00:00;15.86-7
57.21;01/10/2019;16/12/2021 00:00;18.69-7
35.38;01/10/2019;16/12/2021 00:00;18.63-0
61.25;01/10/2019;16/12/2021 00:00;20.57-8
29.53;01/10/2019;16/12/2021 00:00;
59.06;01/10/2019;16/08/2021 00:00;16.57-6
38.82;01/10/2019;16/12/2021 00:00;20.29-7
29.53;01/10/2019;16/12/2021 00:00;20.59-4
535.29;01/08/2019;16/12/2021 00:00;20.42-0
660.20;01/08/2019;16/12/2021 00:00;20.75-0
806.81;01/08/2019;16/12/2021 00:00;20.39-6
407.13;01/08/2019;16/12/2021 00:00;18.27-5
1166.69;01/08/2019;16/12/2021 00:00;20.37-0
1154.91;01/08/2019;16/12/2021 00:00;18.76-2
606.78;01/08/2019;16/12/2021 00:00;18.50-7
239.18;01/08/2019;16/12/2021 00:00;
73.98;01/08/2019;16/12/2021 00:00;20.81-8
43.76;01/08/2019;16/12/2021 00:00;17.16-0
28.01;01/08/2019;16/12/2021 00:00;17.20-2
28.01;01/08/2019;16/12/2021 00:00;17.14-5
28.01;01/08/2019;16/12/2021 00:00;136.60-6
28.01;01/08/2019;16/12/2021 00:00;17.06-1
129.52;01/08/2019;16/12/2021 00:00;15.79-2
63.47;01/08/2019;16/12/2021 00:00;15.48-7
18.68;01/08/2019;16/12/2021 00:00;17.08-7
62.81;01/08/2019;16/12/2021 00:00;16.38-6
97.11;01/08/2019;16/12/2021 00:00;17.44-2
28.01;01/08/2019;16/12/2021 00:00;19.05-9
154.40;01/08/2019;16/12/2021 00:00;19.59-6
28.01;01/08/2019;16/12/2021 00:00;17.26-9
31.01;01/08/2019;16/12/2021 00:00;135.55-8
28.01;01/08/2019;16/12/2021 00:00;19.98-4
84.61;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;137.74-5
28.01;01/08/2019;16/12/2021 00:00;
29.57;01/08/2019;16/12/2021 00:00;135.62-4
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;137.86-9
28.01;01/08/2019;16/12/2021 00:00;20.53-7
141.37;01/08/2019;16/12/2021 00:00;
40.16;01/08/2019;16/12/2021 00:00;
71.33;01/08/2019;16/08/2021 00:00;18.30-9
286.41;01/08/2019;16/12/2021 00:00;17.93-9
42.67;01/08/2019;16/12/2021 00:00;17.19-4
28.01;01/08/2019;16/12/2021 00:00;19.01-8
36.39;01/08/2019;16/12/2021 00:00;18.53-1
28.01;01/08/2019;16/12/2021 00:00;135.69-9
28.01;01/08/2019;16/12/2021 00:00;135.70-7
54.72;01/08/2019;16/12/2021 00:00;20.21-4
35.32;01/08/2019;16/12/2021 00:00;17.09-5
32.26;01/08/2019;16/12/2021 00:00;17.11-1
28.01;01/08/2019;16/12/2021 00:00;18.42-4
28.01;01/08/2019;16/12/2021 00:00;18.62-2
28.01;01/08/2019;16/12/2021 00:00;18.68-9
28.01;01/08/2019;16/12/2021 00:00;18.32-5
144.70;01/08/2019;16/12/2021 00:00;18.22-6
28.01;01/08/2019;16/12/2021 00:00;16.76-6
136.44;01/08/2019;16/12/2021 00:00;11.01-5
30.82;01/08/2019;16/12/2021 00:00;17.18-6
197.87;01/08/2019;16/12/2021 00:00;18.07-7
28.01;01/08/2019;16/12/2021 00:00;16.28-7
28.01;01/08/2019;16/12/2021 00:00;18.81-2
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;15.85-9
116.86;01/08/2019;16/12/2021 00:00;20.45-3
87.77;01/08/2019;16/12/2021 00:00;20.24-8
28.01;01/08/2019;16/12/2021 00:00;18.34-1
29.39;01/08/2019;16/12/2021 00:00;137.90-1
37.11;01/08/2019;16/12/2021 00:00;16.42-8
28.01;01/08/2019;16/12/2021 00:00;135.81-4
191.40;01/08/2019;16/12/2021 00:00;15.91-7
28.01;01/08/2019;16/12/2021 00:00;135.82-2
28.01;01/08/2019;16/12/2021 00:00;18.82-0
46.63;01/08/2019;16/12/2021 00:00;137.76-0
28.01;01/08/2019;16/12/2021 00:00;18.00-2
43.22;01/08/2019;16/12/2021 00:00;17.21-0
85.03;01/08/2019;16/12/2021 00:00;18.60-6
68.18;01/08/2019;16/12/2021 00:00;19.72-9
28.01;01/08/2019;16/12/2021 00:00;18.91-1
28.01;01/08/2019;16/12/2021 00:00;135.87-1
28.01;01/08/2019;16/12/2021 00:00;16.18-8
28.01;01/08/2019;16/12/2021 00:00;18.94-5
28.01;01/08/2019;16/12/2021 00:00;18.80-4
154.76;01/08/2019;16/12/2021 00:00;17.46-7
97.18;01/08/2019;16/12/2021 00:00;173.92-2
51.83;01/08/2019;16/12/2021 00:00;18.28-3
28.01;01/08/2019;16/12/2021 00:00;
31.54;01/08/2019;16/12/2021 00:00;19.37-2
28.01;01/08/2019;16/12/2021 00:00;146.42-3
32.98;01/08/2019;16/12/2021 00:00;16.94-9
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;19.69-5
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;17.02-0
47.53;01/08/2019;16/12/2021 00:00;16.29-5
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;20.78-4
28.01;01/08/2019;16/12/2021 00:00;20.27-1
28.01;01/08/2019;16/12/2021 00:00;18.49-9
146.85;01/08/2019;16/12/2021 00:00;16.30-3
28.01;01/08/2019;16/12/2021 00:00;16.22-0
28.01;01/08/2019;16/12/2021 00:00;16.91-5
28.01;01/08/2019;16/12/2021 00:00;17.05-3
28.01;01/08/2019;16/12/2021 00:00;16.78-2
28.01;01/08/2019;16/12/2021 00:00;18.67-1
28.01;01/08/2019;16/12/2021 00:00;
156.03;01/08/2019;16/12/2021 00:00;137.07-5
30.10;01/08/2019;16/12/2021 00:00;17.00-4
28.01;01/08/2019;16/12/2021 00:00;16.99-8
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;17.25-1
28.01;01/08/2019;16/12/2021 00:00;18.38-2
28.01;01/08/2019;16/12/2021 00:00;20.03-2
28.01;01/08/2019;16/12/2021 00:00;136.12-7
28.01;01/08/2019;16/12/2021 00:00;19.06-7
28.01;01/08/2019;16/12/2021 00:00;18.41-6
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;20.80-0
76.81;01/08/2019;16/12/2021 00:00;19.87-7
28.01;01/08/2019;16/12/2021 00:00;18.93-7
28.01;01/08/2019;16/12/2021 00:00;190.91-8
28.01;01/08/2019;16/12/2021 00:00;18.59-8
28.01;01/08/2019;16/12/2021 00:00;
135.54;01/08/2019;16/12/2021 00:00;16.05-5
28.67;01/08/2019;16/12/2021 00:00;18.44-0
65.31;01/08/2019;16/12/2021 00:00;19.95-0
28.01;01/08/2019;16/12/2021 00:00;18.01-0
28.01;01/08/2019;16/12/2021 00:00;136.23-4
28.01;01/08/2019;16/12/2021 00:00;19.45-5
382.32;01/08/2019;16/12/2021 00:00;20.90-9
28.01;01/08/2019;16/12/2021 00:00;18.61-4
28.01;01/08/2019;16/12/2021 00:00;16.86-5
42.66;01/08/2019;16/12/2021 00:00;20.94-1
9.34;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;
152.42;01/08/2019;16/12/2021 00:00;19.77-8
37.47;01/08/2019;16/12/2021 00:00;18.37-4
28.01;01/08/2019;16/12/2021 00:00;18.78-8
28.01;01/08/2019;16/12/2021 00:00;136.45-7
28.01;01/08/2019;16/12/2021 00:00;136.46-5
28.34;01/08/2019;16/12/2021 00:00;18.14-3
150.63;01/08/2019;16/12/2021 00:00;15.96-6
31.54;01/08/2019;16/12/2021 00:00;16.87-3
77.53;01/08/2019;16/12/2021 00:00;15.78-4
29.39;01/08/2019;16/12/2021 00:00;16.95-6
28.67;01/08/2019;16/12/2021 00:00;19.55-4
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;
62.44;01/08/2019;16/12/2021 00:00;15.80-0
28.01;01/08/2019;16/12/2021 00:00;136.65-5
42.85;01/08/2019;16/12/2021 00:00;15.62-8
31.54;01/08/2019;16/12/2021 00:00;19.11-7
28.01;01/08/2019;16/12/2021 00:00;35.01-4
196.06;01/08/2019;16/12/2021 00:00;20.70-1
28.01;01/08/2019;16/12/2021 00:00;18.74-7
28.01;01/08/2019;16/12/2021 00:00;16.43-6
28.01;01/08/2019;16/12/2021 00:00;18.46-5
28.01;01/08/2019;16/12/2021 00:00;16.31-1
28.01;01/08/2019;16/12/2021 00:00;19.28-1
110.76;01/08/2019;16/12/2021 00:00;15.82-6
32.44;01/08/2019;16/12/2021 00:00;20.72-7
81.65;01/08/2019;16/12/2021 00:00;26-5
28.01;01/08/2019;16/12/2021 00:00;16.92-3
28.01;01/08/2019;16/12/2021 00:00;16.89-9
28.01;01/08/2019;16/12/2021 00:00;136.79-6
71.78;01/08/2019;16/12/2021 00:00;17.32-7
12.73;01/08/2019;16/12/2021 00:00;19.47-1
28.01;01/08/2019;16/12/2021 00:00;20.76-8
28.01;01/08/2019;16/12/2021 00:00;18.29-1
72.85;01/08/2019;16/12/2021 00:00;16.26-1
38.01;01/08/2019;16/12/2021 00:00;146.98-5
28.01;01/08/2019;16/12/2021 00:00;146.99-3
28.01;01/08/2019;16/12/2021 00:00;136.91-1
32.98;01/08/2019;16/12/2021 00:00;19.93-5
28.01;01/08/2019;16/12/2021 00:00;20.02-4
30.10;01/08/2019;16/12/2021 00:00;135.78-0
28.01;01/08/2019;16/12/2021 00:00;20.64-4
64.59;01/08/2019;16/12/2021 00:00;17.29-3
28.01;01/08/2019;16/12/2021 00:00;130.53-4
28.01;01/08/2019;16/12/2021 00:00;16.97-2
28.01;01/08/2019;16/12/2021 00:00;18.97-8
35.04;01/08/2019;16/12/2021 00:00;17.31-9
33.70;01/08/2019;16/12/2021 00:00;17.98-8
73.21;01/08/2019;16/12/2021 00:00;17.57-4
28.01;01/08/2019;16/12/2021 00:00;18.99-4
62.44;01/08/2019;16/12/2021 00:00;17.38-4
28.01;01/08/2019;16/12/2021 00:00;18.75-4
28.01;01/08/2019;16/12/2021 00:00;18.95-2
28.01;01/08/2019;16/12/2021 00:00;19.19-0
28.01;01/08/2019;16/12/2021 00:00;17.17-8
28.01;01/08/2019;16/12/2021 00:00;18.54-9
144.33;01/08/2019;16/12/2021 00:00;15.54-5
28.01;01/08/2019;16/12/2021 00:00;18.25-9
48.79;01/08/2019;16/12/2021 00:00;18.06-9
33.70;01/08/2019;16/12/2021 00:00;15.88-3
28.01;01/08/2019;16/12/2021 00:00;16.79-0
28.01;01/08/2019;16/12/2021 00:00;135.94-7
75.87;01/08/2019;16/12/2021 00:00;20.52-9
462.83;01/08/2019;16/12/2021 00:00;16.13-9
48.79;01/08/2019;16/12/2021 00:00;16.16-2
133.27;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;137.05-9
79.86;01/08/2019;16/12/2021 00:00;19.90-1
28.01;01/08/2019;16/12/2021 00:00;19.03-4
87.05;01/08/2019;16/12/2021 00:00;20.69-3
28.01;01/08/2019;16/12/2021 00:00;203.54-7
46.09;01/08/2019;16/12/2021 00:00;17.45-9
28.01;01/08/2019;16/12/2021 00:00;19.79-4
17.52;01/08/2019;16/12/2021 00:00;20.85-9
32.98;01/08/2019;16/12/2021 00:00;18.64-8
28.01;01/08/2019;16/12/2021 00:00;18.65-5
28.01;01/08/2019;16/12/2021 00:00;146.55-5
28.01;01/08/2019;16/12/2021 00:00;137.14-1
28.01;01/08/2019;16/12/2021 00:00;18.57-2
28.01;01/08/2019;16/12/2021 00:00;18.66-3
71.96;01/08/2019;16/12/2021 00:00;20.54-5
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;18.86-1
28.01;01/08/2019;16/12/2021 00:00;18.90-3
28.01;01/08/2019;16/12/2021 00:00;
63.16;01/08/2019;16/12/2021 00:00;17.42-6
28.01;01/08/2019;16/12/2021 00:00;18.88-7
28.01;01/08/2019;16/12/2021 00:00;18.92-9
28.01;01/08/2019;16/12/2021 00:00;19.12-5
28.01;01/08/2019;16/12/2021 00:00;19.02-6
47.53;01/08/2019;16/12/2021 00:00;17.34-3
44.47;01/08/2019;16/12/2021 00:00;18.16-8
28.01;01/08/2019;16/12/2021 00:00;18.17-6
50.22;01/08/2019;16/12/2021 00:00;16.80-8
28.01;01/08/2019;16/12/2021 00:00;18.70-5
28.01;01/08/2019;16/12/2021 00:00;18.43-2
62.62;01/08/2019;16/12/2021 00:00;18.15-0
32.44;01/08/2019;16/12/2021 00:00;17.52-5
28.01;01/08/2019;16/12/2021 00:00;16.17-0
28.01;01/08/2019;16/12/2021 00:00;17.03-8
28.01;01/08/2019;16/12/2021 00:00;19.29-9
28.01;01/08/2019;16/12/2021 00:00;18.45-7
28.01;01/08/2019;16/12/2021 00:00;20.01-6
28.01;01/08/2019;16/12/2021 00:00;135.48-3
28.01;01/08/2019;16/12/2021 00:00;18.20-0
28.01;01/08/2019;16/12/2021 00:00;153.79-1
71.78;01/08/2019;16/12/2021 00:00;20.18-0
28.01;01/08/2019;16/12/2021 00:00;19.20-8
48.07;01/08/2019;16/12/2021 00:00;20.04-0
28.01;01/08/2019;16/12/2021 00:00;15.89-1
71.06;01/08/2019;16/12/2021 00:00;19.80-2
28.01;01/08/2019;16/12/2021 00:00;20.14-9
43.04;01/08/2019;16/12/2021 00:00;20.21-4
28.01;01/08/2019;16/12/2021 00:00;136.89-5
28.01;01/08/2019;16/12/2021 00:00;20.20-6
46.81;01/08/2019;16/12/2021 00:00;15.93-3
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;18.26-7
28.01;01/08/2019;16/12/2021 00:00;18.36-6
32.98;01/08/2019;16/12/2021 00:00;16.66-7
55.87;01/08/2019;16/12/2021 00:00;19.32-3
28.01;01/08/2019;16/12/2021 00:00;17.07-9
28.01;01/08/2019;16/12/2021 00:00;18.73-9
38.01;01/08/2019;16/12/2021 00:00;17.36-8
39.98;01/08/2019;16/12/2021 00:00;
44.66;01/08/2019;16/12/2021 00:00;19.42-2
36.04;01/08/2019;16/12/2021 00:00;17.53-3
28.01;01/08/2019;16/12/2021 00:00;19.82-8
28.01;01/08/2019;16/12/2021 00:00;19.78-6
57.41;01/08/2019;16/12/2021 00:00;19.78-6
54.53;01/08/2019;16/12/2021 00:00;17.56-6
61.90;01/08/2019;16/12/2021 00:00;17.35-0
28.01;01/08/2019;16/12/2021 00:00;
28.01;01/08/2019;16/12/2021 00:00;
54.00;01/08/2019;16/12/2021 00:00;17.58-2
84.18;01/08/2019;16/12/2021 00:00;20.50-3
28.01;01/08/2019;16/12/2021 00:00;18.55-6
59.56;01/08/2019;16/12/2021 00:00;17.40-0
